Id	Town	DST	DGT	RCT	ORLT	CT	RRLT	RST	IRT	ABT	TOut
0	Town01	820.97	261.7	100	0	1	0	0	S	S	S
1	Town02	1819.61	550.3	100	0	27	2	0	S	S	S
2	Town03	1633.0	484.6	100	0	31	1	2	S	S	S
3	Town03	3141.03	852.8	100	0	44	0	2	S	S	S
4	Town04	2925.12	801.85	100	0	30	6	3	S	S	S
5	Town03	975.89	276.95	35.08	0	16	1	0	S	F	S
6	Town03	1024.03	293.9	100	0	23	0	1	S	S	S
7	Town03	1193.54	265.95	12.62	0	7	0	1	S	F	S
8	Town03	716.37	207.2	58.89	0	15	0	2	S	S	S
-	-	-	-	-	-	-	-	-	-	-	-
				78.51	0.0	194	10	11			
