Id	Town	RL	DST	DGT	DS	RC	IP	CP	CV	CL	RLI	SSI	ORI	RD	RT	AB
1	Town02	820.6	2140.17	650.6	34.3	100.0	0.343	0	0	0	3	0	0	0	0	0
2	Town03	1870.89	1922.96	599.15	0.072	100.0	0.001	8	2	0	0	3	0	0	0	0
3	Town03	2303.38	3127.04	876.85	0.0	83.204	0.0	5	49	5	1	1	0	0	0	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
					11.457	94.401	0.115	2.757	10.816	1.06	0.848	0.848	0.0	0.0	0.0	0.212
