Id	Town	DST	DGT	RCT	ORLT	CT	RRLT	RST	IRT	ABT	TOut
0	Town01	1356.29	532.65	100	0	0	2	0	S	S	S
1	Town01	1365.28	531.9	100	0	0	3	0	S	S	S
2	Town01	1441.85	556.45	100	0	0	1	0	S	S	S
3	Town01	149.16	64.5	100	0	0	0	0	S	S	S
4	Town01	158.01	66.7	100	0	0	0	0	S	S	S
5	Town01	152.93	64.75	100	0	0	0	0	S	S	S
-	-	-	-	-	-	-	-	-	-	-	-
				100.0	0.0	0.0	6.0	0.0			
