Id	Town	DST	DGT	RCT	ORLT	CT	RRLT	RST	IRT	ABT	TOut
0	Town03	421.26	168.35	100	0	0	2	0	S	S	S
-	-	-	-	-	-	-	-	-	-	-	-
				100.0	0.0	0.0	2.0	0.0			
